timestamp,bcv_rate,parallel_rate,spread_pct,source
2026-08-01T04:06:09.019690,748.7864,841.3323,12.36,ve.dolarapi.com
2026-08-01T12:25:32.473873,748.7864,834.8456,11.49,ve.dolarapi.com
2026-08-01T15:26:52.169561,748.7864,838.4722,11.98,ve.dolarapi.com
2026-08-01T18:27:59.675242,748.7864,837.1766,11.8,ve.dolarapi.com
2026-08-01T21:29:09.147575,748.7864,839.0461,12.05,ve.dolarapi.com
2026-08-02T04:31:28.287860,748.7864,839.8746,12.16,ve.dolarapi.com
2026-08-02T12:25:35.082763,748.7864,833.4832,11.31,ve.dolarapi.com
2026-08-02T15:26:48.369410,748.7864,841.2206,12.34,ve.dolarapi.com
2026-08-02T18:28:10.898759,748.7864,839.455,12.11,ve.dolarapi.com
2026-08-02T21:29:32.120660,748.7864,842.3577,12.5,ve.dolarapi.com
2026-08-03T04:32:02.066904,748.7864,829.8933,10.83,ve.dolarapi.com
2026-08-03T12:30:46.193413,748.7864,837.0075,11.78,ve.dolarapi.com
2026-08-03T13:31:48.712542,748.7864,833.6327,11.33,ve.dolarapi.com
2026-08-03T14:32:28.748626,748.7864,834.4021,11.43,ve.dolarapi.com
2026-08-03T15:03:08.160350,748.7864,836.8039,11.75,ve.dolarapi.com
2026-08-03T16:04:57.531718,748.7864,835.3163,11.56,ve.dolarapi.com
2026-08-03T17:07:38.240289,748.7864,838.1003,11.93,ve.dolarapi.com
2026-08-03T18:10:15.351377,748.7864,839.3289,12.09,ve.dolarapi.com
2026-08-03T19:12:36.778329,748.7864,840.678,12.27,ve.dolarapi.com
2026-08-03T20:14:41.132596,748.7864,842.6306,12.53,ve.dolarapi.com
2026-08-03T21:16:57.172592,748.7864,842.4843,12.51,ve.dolarapi.com
2026-08-03T22:18:40.497224,752.0943,842.4843,12.02,ve.dolarapi.com
2026-08-04T04:20:38.167987,752.0943,842.0676,11.96,ve.dolarapi.com
2026-08-04T12:25:39.462495,752.0943,836.1484,11.18,ve.dolarapi.com
2026-08-04T13:26:22.086245,752.0943,836.1834,11.18,ve.dolarapi.com
2026-08-04T14:27:43.281180,752.0943,836.2634,11.19,ve.dolarapi.com
2026-08-04T15:28:44.929635,752.0943,835.549,11.1,ve.dolarapi.com
2026-08-04T16:30:45.521212,752.0943,832.1794,10.65,ve.dolarapi.com
2026-08-04T17:32:46.551279,752.0943,830.8646,10.47,ve.dolarapi.com
2026-08-04T18:04:45.940113,752.0943,833.7787,10.86,ve.dolarapi.com
2026-08-04T19:07:00.891188,752.0943,835.7426,11.12,ve.dolarapi.com
2026-08-04T20:08:41.412862,755.1552,839.7879,11.21,ve.dolarapi.com
2026-08-04T21:10:23.345172,755.1552,839.4571,11.16,ve.dolarapi.com
2026-08-05T04:12:57.253338,755.1552,833.6181,10.39,ve.dolarapi.com
2026-08-05T12:25:35.215414,755.1552,830.4566,9.97,ve.dolarapi.com
2026-08-05T13:26:17.482203,755.1552,833.1858,10.33,ve.dolarapi.com
2026-08-05T14:27:27.476232,755.1552,831.5777,10.12,ve.dolarapi.com
2026-08-05T15:28:52.862262,755.1552,833.1056,10.32,ve.dolarapi.com
2026-08-05T16:29:59.970386,755.1552,832.527,10.25,ve.dolarapi.com
2026-08-05T17:32:05.416333,755.1552,830.6036,9.99,ve.dolarapi.com
2026-08-05T18:33:29.606413,755.1552,836.6101,10.79,ve.dolarapi.com
2026-08-05T19:04:37.661034,755.1552,834.3706,10.49,ve.dolarapi.com
2026-08-05T20:06:07.159696,755.1552,832.5455,10.25,ve.dolarapi.com
2026-08-05T21:06:58.808480,755.1552,832.3613,10.22,ve.dolarapi.com
